,CD44,TACSTD2,S100A14,RHOD,S100A4,S100A8,S100A9,OCIAD2,AXL,L1CAM,VIM,FN1,ZEB1,ZEB2,SNAI1,SNAI2,TWIST1,ITGA5,ITGB1,CXCR4,GENE000,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040,GENE041,GENE042,GENE043,GENE044,GENE045,GENE046,GENE047,GENE048,GENE049,GENE050,GENE051,GENE052,GENE053,GENE054,GENE055,GENE056,GENE057,GENE058,GENE059,GENE060,GENE061,GENE062,GENE063,GENE064,GENE065,GENE066,GENE067,GENE068,GENE069,GENE070,GENE071,GENE072,GENE073,GENE074,GENE075,GENE076,GENE077,GENE078,GENE079
liver_M000,2.0354001267329296,1.987885488671541,2.222223631529541,1.679314711276021,0.2725103790331486,4.3759743786211285,1.4021072652192574,2.590357382588971,2.972796471245078,0.7000559324572169,2.4423392792521614,0.6098274120299227,0.6705216948279109,0.13267240731656288,0.3264409668253477,1.1674260420540759,1.4826665530634142,0.13622231192601525,0.6888993964051295,1.2451828644318759,1.0777192743325696,0.7745820634811273,1.0046400061914993,1.1021174356518373,1.2927179442831576,0.6090876819660939,1.1755051644843848,0.9540794317645478,1.4514841737976598,0.7729127513308636,1.4319516911181602,1.0330923922200657,0.7390873849336361,0.47480135398475204,0.8713185392179065,0.9913557890431333,0.6790104001081534,1.4091696908569529,1.0976604276000652,0.4206319877748953,0.4245966818774088,1.0091556199782659,0.1625939027058177,0.7629374139940961,0.7298037278391775,1.037452823658837,0.4785939886783731,0.26182072434819875,0.7202717656119532,1.5915343943923017,0.5246776025151726,0.4943965996833271,0.6061167869185539,0.9281418778032343,0.4125686451596926,0.9915393884510626,1.032117278589958,0.8713788838383641,0.49067627919245543,1.352886260732869,1.750112885415676,0.9701593729246135,0.6677697034618005,0.24772778096863057,1.3520092935375945,1.8834423838258465,1.223085271693748,0.9330673446301608,1.1507952201551217,2.5703661830638374,0.764087531099578,1.0868681767334185,1.0666105560427506,1.088898751493858,0.31085359095038995,1.1954481986148915,0.7509427527770414,0.6539715831279362,1.0500383943117746,0.61310046007447,0.3056181287681261,0.8836637641989953,1.6214934874763327,1.345493056004392,0.07983923601174575,0.4837898605929202,0.7813543666430686,0.878123490133253,0.3531057844573019,0.59744465910513,1.1549089194236832,0.5983388593758026,1.259440634717026,0.8142032121132314,1.2862861895247732,0.6732957323250666,0.27859740227658664,0.17958489726459947,0.10627516052271382,1.0640315459943914
liver_M001,2.8063013170144546,1.1352643252035124,1.4786602761100156,1.81246249925757,0.3326788466163284,3.3335738755192965,2.619366108358455,2.072599814429157,2.844258275884008,1.0352308269772414,2.4956442228935893,1.2610373014940497,0.3964753599771085,1.0849360294543038,0.9535068097012418,1.2062619253699913,1.066077701858656,0.20469692947124446,1.4413732045691978,0.3800679253530965,1.4569693527085763,0.9185834124414025,1.401458807165712,0.32869726752383077,0.30684143963289856,0.04272889742128183,0.0,0.5672808492048865,0.4585740693683175,0.7657314077019045,0.6669506419466198,1.0565676922535638,0.363260566026533,1.000925676164763,0.65130753667793,0.4403559460693573,0.06956284239329685,1.683177741761687,0.5956686122333668,0.43991537023786004,0.4528355975414727,0.5269141930576029,1.1559325063869266,1.2573454679785807,0.3728261001649609,0.7558613183663845,0.0,0.7703177079185579,0.38261303174086986,0.1755080669395092,1.290941853414739,0.637976129638183,1.2075967668951815,0.292295484551377,1.1194237398781528,0.9659227306599134,0.1621259989135712,0.8893668003856328,0.6892146275462544,0.8230825159472608,0.7340309329602445,0.3405533850889822,0.18236175462878124,1.2720653699028426,1.4166178462284487,0.6196336025154126,0.6158635395633858,0.8109225659689308,0.09906843317492153,0.5255832570401382,0.9729231968991123,0.6797361957706314,0.5562657062317082,0.9172756650197627,0.0,0.9490456691234294,0.6812278849902795,0.3072133119719134,0.6413080407382756,0.7809265537500636,1.4876770573842795,0.9175879233475883,0.5801077532595782,1.4464800787556338,0.7356993752298837,0.7559919270711861,0.7393170135226943,0.4366981421119096,0.9099081747065916,1.0368059741223143,0.8343177651801494,1.137779616699694,0.6691010652152686,1.1443758528458714,2.046693915449253,0.6821391065430115,0.3762586829477416,2.0055577606610386,0.819442092341923,0.8520361151359921
liver_M002,1.195108805167612,1.7285711010546259,2.0327295645490757,1.9307728106676911,0.128667610695665,2.9292962083351286,2.5140307048655095,2.2131681821139138,0.9834878362749394,1.4848199309490333,1.7571654303304798,1.3658449767352718,0.0,0.9633870893759392,0.45163931459274104,0.6148935170650568,0.7525440564722939,1.145428724883084,0.6120479439774196,0.4162435817466076,0.6798891969525288,2.123048459286736,0.16937882109647479,0.7557218063706559,0.41945149648199115,1.053819029223707,0.7699671904641245,0.4680899715356018,0.65508478944447,0.4903318848221374,0.6406606040552182,1.1460104933417006,0.5049444643945848,0.7772730992900314,0.6399553569458198,0.5859564012193915,0.6383482420855657,0.6286002274037537,1.144686512877103,0.830042947986678,0.6675407411192318,0.6222564312011568,0.6370878151597742,0.49863965531017684,0.10211143396920902,0.8328895338767849,1.1512068315405892,1.0824118794557334,0.8221563518396248,1.0182035530131563,1.4296022324179152,1.4304797721322315,1.013407211670776,0.6258436667050954,0.7502270634036223,1.0929835553465623,0.8681464227425638,0.49815274951708477,1.0840989924249291,0.24258700603160577,0.41036461675374336,0.7040494372206717,0.31424385571821595,0.8157984461104475,0.06403875621557889,0.8857835904742406,0.461576983443187,0.7776682259859351,0.6414475445745313,1.334469637227906,0.2841432097531157,1.8397654493865094,0.7399278166427559,1.3422816664253365,1.5755225588268078,0.30890630912683154,1.3195891931434085,0.5629024667016806,0.8874154835205705,0.9624825135226951,0.4326313436159776,1.1082667906333996,1.2628950448023946,0.5139184621393398,1.3730670872859596,0.8090656676127173,2.278105775561426,1.5864899268867299,0.4904415549290599,0.6681498038835689,0.7642292551740448,0.7922216896282378,0.59214856746198,1.0617285153117855,0.9193160525264168,0.4932326216809575,0.18579965140046917,1.052713939564198,1.1378346015760943,0.9008848804178871
liver_M003,3.187739960414455,3.5798538575320555,3.5216086411138208,2.7361537201474135,0.9613532798017288,3.464176381450911,1.8299675914596776,3.434473979872607,2.408713183042668,0.7338860150299455,1.3485750769765885,2.8882129925852325,0.7454785948292613,0.7997084478554788,1.0284235806317787,0.5549247576605061,0.8866657532444451,0.8917550387997971,0.0,0.8950426838647718,0.44391506276520487,1.247794102142004,1.0322035393224631,0.2936465894441724,0.8039373602817657,1.1373589950130674,0.8207863819254322,0.34259496480577034,0.5742376681382784,0.6447130259024115,0.29400130628161264,0.9738091279193607,0.7904381192680394,1.0128839750872918,0.9455680540256859,0.7338535700635793,1.5493816761534311,1.5300555232375772,0.7604497975641664,1.5061497574199048,0.7729815139411879,0.5003284000953941,1.1370524280856078,0.07180778991097721,0.4197756751471752,0.989147635411367,0.6539379639941605,0.6843712495051666,1.624843649656589,0.8754454904305833,0.3772702251547074,0.18151162430032425,1.3559961313029751,1.4968281613919936,0.0,0.8433366574582669,0.5805422663905747,0.500480296118365,0.6985787188429069,0.46277175067765397,0.4473225078034984,1.665382401320311,0.6674947319266136,1.021282133927754,1.0307556149553294,0.8030405701183686,1.3602986678541253,0.5256450052662547,0.6992942077718681,1.1391063989696306,0.6525625269025682,0.7610342828447687,1.021778335228454,1.4098758767211421,0.5019216389461828,0.43217873483583935,0.996953806729183,0.8573284204719872,0.23031980874109564,0.9219842137516351,1.212726183265546,0.9450065557801993,1.7454059850274772,1.1851661861383846,1.1684016800999453,0.8442954947598681,2.260696535244495,1.582837590886454,0.6475574621034335,0.6459793012110884,0.8691165433125434,0.142098162812563,0.8241308480653142,0.3534047989792405,0.6024262148610541,0.12865529551639682,0.9031824327899212,0.23933826007152234,1.3315189447091256,0.8525835803041792
liver_M004,2.502616630228872,2.811630534653694,1.8930614472453804,1.5807414890164218,0.0747296485469483,3.9488157179319434,1.4753795867293724,2.264200036860344,3.295705545563101,0.6838443485053599,2.4098406708294973,0.830126896468211,0.7783969404871288,0.4941306732178029,0.0,0.9526049972602928,1.7186224374421166,0.6886600876335238,0.8171649208908622,1.0384246719388583,1.4741996580887182,0.3070301386853651,1.0558389722174366,1.002908681457304,0.40185738502803464,0.18921037465472057,1.2349966204901879,0.8379811191116464,1.335480531042047,0.8721118022568579,1.55572753305698,0.5049374906642983,0.7698112897633694,0.6496874597473514,0.7902873262651491,1.624027982943475,0.628939612616859,0.8420281075248407,0.6098665266713005,0.3942510001651702,0.3895147259203795,1.2217156827066087,0.0,0.5353362412017971,1.3512840158766162,1.1226866446731751,0.26502410488251366,0.2459708020115352,0.40451770551883737,1.750201180715251,0.5776805930682375,0.8183810263525144,0.8239345140634026,0.49186941857588506,0.050204820403263906,0.9382515535956362,1.152950536838443,1.161055773513404,0.680330089211411,0.7209011148499047,1.5244186971547553,0.9190148208474953,0.8720032702330306,0.3403134694989637,0.6487799550340573,1.4764475330622786,1.496937761897081,0.8400538711428689,0.7877105217434879,2.3085874172142975,0.19402707798108598,0.8183560274585593,1.0024310952391509,1.1649452224266568,0.33291358454259284,0.5169470855415748,0.8285741075837265,0.43433406882901615,1.018450070355817,0.47940874149321705,0.511960839980136,0.6949352732757742,1.2802744529573344,1.457783365808855,0.2275284400273372,0.3936467752426475,1.1376984144282165,0.8044734617435566,0.7903640090308303,1.0151706569153687,1.8073204553394207,0.8817808887024658,1.4927809578577151,1.0570380521735125,1.475105473704397,0.5728616466291467,0.9038496028076076,0.713920301382116,0.35718976852327883,0.39314888503351736
liver_M005,1.9040650594207433,1.6176786022631329,1.7436071102273378,2.801660757115812,0.7943028165015122,2.28680010485273,2.919098833371202,3.410630036519822,1.1697589198529827,0.7700818184488788,1.3514507885852227,2.1242519496974865,0.0,1.30712478731358,0.45755170418336294,0.8657399183330945,0.28187017757644733,0.3347628716082731,0.23572701163479112,0.5605406809219573,1.9002216606624613,0.7479184802797986,0.17584175370780564,0.8715849467577498,1.1223728896214802,0.41244559171527534,0.15957786004365587,0.1903560208350446,0.12037391886678467,0.830499205663174,1.0669305103589546,0.5019034235630956,0.3634568023595523,1.4938921250411015,1.000426715767562,0.3852689619423403,1.4448882109719192,0.7570600103649916,0.4485273255358555,0.49229679535082166,0.36628222553148315,0.2417449511046157,0.34120447882302923,0.8834467051353296,0.5037732226039435,0.9136288002288369,1.2448444129881295,0.6744057669671364,0.6671661126467676,0.1726997635316641,0.5464990885758427,1.3197249684096464,0.6634161088535633,1.4869683985022502,1.3357937954793584,0.5277125140450749,0.50114688789891,0.6047179039683381,1.2931360269497696,1.142405139231382,2.5555381954837766,2.080840426516733,0.8502546211351235,0.7972872802720189,0.5042507432465824,0.6324929940246629,0.9752862290878919,0.21327465554488273,1.4968126959513743,0.9457347110441072,0.545519767129383,0.8933372247377349,0.45027460603709113,1.4606274049889905,0.8430956489926245,0.14327664319778421,0.19913129484156358,0.5817301495750505,0.35511006508059684,1.123549010106411,1.091479015008013,0.20146997283179185,0.34324598631280845,1.0104447069484745,0.8555782667610803,0.7932993799153412,0.7722158411628168,0.6989563448624392,1.3501945582641954,0.24953816955529085,0.7331820472565166,0.6678807819478683,0.791072939078455,0.9797118606548844,0.14748657887882027,1.4835984414906451,0.2816191115271029,1.1049719935026547,0.7491782230706528,1.2359379536872548
liver_M006,2.2353768076856144,1.4215111299668834,1.2414245299722102,1.4748100152753163,0.32935052763661626,3.4055805796076117,2.723360710085505,2.3900230163452076,2.5608649482210497,0.45057684513026686,2.5826878455002764,2.0256992253247117,0.6726695829310577,0.34951076329934705,0.41870947595582697,1.5979707902553268,1.0178789744083672,0.5532598323155666,0.9239613664063395,0.9566889457305171,1.1731538679179092,0.5718841463115598,1.695363871481787,0.8502880539550224,0.520172780707539,0.6205228584256214,0.4518898043177251,0.7757161400179642,0.3567517305536633,0.9282434689368456,0.0,1.1359227876993503,0.0,0.6147935283493375,0.8382392446101228,0.6410655871792662,0.4624138962907496,1.4908181622707848,0.11462929495272839,0.48191715030366683,1.0034088721724617,0.3580679312607586,0.6583195272555832,1.1190235817645842,0.34165065853984344,0.5515174315531568,0.0,0.5758643082705996,0.5328974020780287,0.546201222038808,1.2434602700881503,0.896304954733885,0.7543390650556651,0.705201292522341,0.7152761038022365,0.9156975429472582,0.2332507501944548,0.9191621210910313,0.719764424391839,0.9953765669846472,0.6018303508343334,0.5542441648467622,0.08080796753423758,1.464349267065127,1.5062742319936084,0.4555755133710301,0.9342127539861762,0.6773484973546864,0.4520165987737801,0.40016779261475355,0.9860448680436651,0.527971973386993,0.6222640923338091,0.18416729095931267,0.25965603346962274,1.566502039984068,0.8434420510892886,0.0,1.5013131486411626,0.9709416436113927,1.0299750849652407,0.9268097244899853,0.7241737118970764,1.3880244914958109,0.8113500662916191,1.074656910330345,0.4578348885411501,1.0278340783674362,0.8568885143592999,0.9634360177923162,0.0,1.4502048705757935,0.3710584020364991,0.709295627281362,2.3561397429920268,0.9186769595826187,0.3796504422401484,1.691651094966251,0.14561154708384383,0.4576078118414906
liver_M007,2.1547678436405353,2.2331986187367496,3.2788422955140635,1.6712675711281881,0.8354197889079461,3.9438287723752183,2.874903002733169,1.9916612962471267,2.3297365122254208,0.6240414907720861,1.847339271213729,3.4229044195447216,0.0,0.9475245686821823,0.09176907488260388,0.339934450341531,0.6068539741447226,1.3179535587292477,0.5924284295770815,1.0949804880165344,0.0,0.9901660494419706,1.1661169389755701,1.6216263177683867,1.0340565950405372,0.405293497696972,0.10439423794847497,1.071907430226604,1.3453847938640715,0.7039374682532146,0.7321904669128694,1.1373726917105849,1.3611836443453562,0.3614313375590746,0.4587716464035576,0.47550149443018924,0.657303189541165,0.060344386245348214,0.07067242250364067,1.1397156674012345,1.1211973485987978,1.3507858893249645,1.1439826035446132,0.11823489606561816,1.0253394477355313,0.5557991275775803,0.6335046161285481,0.6497373938159707,0.004062227735118051,0.6786634175338059,0.568958965060133,0.6908052414300527,0.33219752119453605,0.793000372747148,1.5720332017879872,0.7288552036877789,1.2674532796018,0.22038280320261394,0.8781054651472886,0.5160359916565674,0.5806485220137938,1.384722689255187,0.6174393652587593,1.323871714848067,1.788280436828539,0.7996300177104659,1.488343022730366,0.32963139147015985,0.9214813338442001,0.7152849352744552,0.04806167614219753,1.4137747760151922,0.2594822955141663,0.4656940191163377,0.0,1.5025553814800892,0.1216319909093634,0.6263745511605451,1.5513189051099308,0.895870714257762,0.7458845957254616,0.7078749564926803,0.25998069029065607,0.7373426872202429,0.7121623366735452,0.5739210667909437,0.6440205547590041,1.1493646793730594,0.4535505403615752,0.4013725728761216,1.9084712338015242,0.22422034142961034,0.20990189823282718,0.6407562585292939,1.3399084101982712,0.5675403248527061,0.6106819352760925,0.33237306240345227,0.36955416002070235,1.1597747987585383
liver_M008,1.7000488332010013,2.5397185170707166,2.151483117358565,1.3113431531991147,0.072317855003866,3.942657818872147,1.7768330376950277,2.739312861634648,3.029319475396004,0.9448972964617084,2.49393907922663,0.9703359093203399,0.6862878744937618,0.5011377444554808,0.45662892339610545,0.6576445574299938,0.9001900633649467,0.32324876216902376,0.9995918550748921,0.8389941296505009,0.9671832526679162,0.7193421672840483,1.328608938916534,1.0072271009083562,1.0034667503679344,0.1996972401719127,0.672700709263049,0.7853814357273943,1.8270231728924191,0.5422264415591411,1.6972711823753788,0.3371798901878907,0.48180157537744406,0.755493120185187,0.6805023295648437,0.8786537923742888,0.5765658233263762,1.5510597573459433,0.699857537479847,0.3776494240994639,0.3404234529854505,0.6041079884569733,0.0,0.3903726338287594,0.8580504743608814,0.9387855994679849,0.1940780016291564,0.44557845200497914,0.7123920902739188,1.6640632252520062,0.5930187952834954,0.5018442126033753,0.6743811345023037,0.8873595590411986,1.3016333902806692,0.7342746629316617,0.9827997375513723,1.3194299188109078,0.6590467487523581,0.5851290490422638,1.5381923597239573,0.669106672798996,1.2071365156908995,0.0,0.8109517781272886,1.3564076385750947,1.68869528196324,1.1545010707103842,1.3053826137463278,2.0705176075154563,0.5977930755316078,0.36356487845641544,1.126562347464611,1.0959665011285054,0.5062327526544703,0.7811833032155546,0.6397751980163507,0.3354739001170502,0.46530969629364055,0.39774893450886195,0.18564687364094257,1.0260271377137988,2.0175428926505483,1.9199722358821323,0.39527672597287467,0.5464498051934026,0.2818853538637372,0.9706891014377932,0.979312488534433,0.6792389100694238,1.689541127439633,1.0280508152552992,1.373415635104137,1.0121273884216135,0.8635353484355468,0.45791072428794805,0.9206521768283543,0.29153217252382246,0.5923056804238405,0.4267361257985159
liver_M009,1.4744888202299722,1.9840900170820248,2.13170845091497,1.587980708431005,0.0,2.587814001975162,2.435276596409718,2.2893409433707057,0.7940636987773408,1.032263260243669,1.7993441824611118,2.042153253026737,0.4642530905953366,1.026539429417647,1.291503811086555,0.7673963314074138,0.5830212009145481,1.2294008787131636,0.41937211344044373,0.26437664123392873,0.5856491314652815,1.3826678521793334,0.7866484749896662,0.5508512080300738,0.9921476375324518,0.6848010109699981,0.6358477059179948,0.7154176872779465,1.243208525902085,0.8762612048403726,0.9666784478702924,0.8849785815236468,0.41671592640992655,0.47231792470433176,0.7320349387218117,0.6950080295059783,0.891082724215089,0.8554577742117178,1.0864800736171407,1.2591023605716936,0.5472163549804105,1.4613102732956813,0.9002007252633244,0.9160380794669774,0.5828055017164747,1.0840373764342173,1.1718150894908184,0.9920161028823938,0.6014279014783603,0.7499977624960492,1.2784577860070165,1.2023707025529982,1.2101121025613573,0.5787415932974767,0.5742627672195062,0.9760153583795986,0.8674742162228287,0.8280875007577932,0.8122437985022178,0.40400132719585724,0.5397215420552117,1.0400124729398281,0.7084537676927383,0.9995297443523201,0.0,1.0012577527814637,0.5745895326972504,1.1214100148384525,0.5272312941359736,0.5874850063277337,0.7937798988146809,1.3888996645126936,0.1520463542408298,1.473495538086973,1.7260633783461492,0.4070870665017466,0.5278651262435948,0.4497245047701212,0.9571820690493142,0.46277378817800224,0.6232459293898838,1.0701751259692824,1.0305141229639658,0.30573575517396184,1.3983212936006877,0.768263124771022,2.2891698117519312,1.1523890299628776,0.4079467907089575,0.5832473843167421,0.5067753521022117,0.6689764718908517,1.2666693371200068,0.867158285455854,0.6720853527428022,0.02299300744325289,0.39733642342353404,1.8621372947933814,1.2654079508353497,0.45741408159595426
